WBAN,City,State,Latitude,Longitude,Temperature Average,Temperature Real Coeff,Temperature Imag Coeff,Temp Deriv Std,Precipitation Average,Wind Speed Coeff Real,Wind Speed Coeff Imag,Wind Speed k,Wind Speed Theta
14853,DETROIT,MI,42.23333,-83.53333,53.0568654646,-22.5320710554,7.35343358484,8.17976262428,0.127760055479,1.55741549907,-1.24359704356,3.95457928154,2.13109915235
14852,YOUNGSTOWN/WARREN,OH,41.25444,-80.67389,51.0220385675,-20.8281661634,5.54808686298,8.56935855617,0.205475206612,1.55442679407,-1.24373432187,3.20490893057,2.42805040934
14918,INTERNATIONAL FALLS,MN,48.5614,-93.3981,38.2868965517,-28.5760826835,7.70285617519,9.29375512483,0.152151724138,0.533795038545,-0.625074679509,2.981466123,2.10246017714
14850,TRAVERSE CITY,MI,44.74083,-85.5825,48.2665745856,-22.3066904451,7.86489085151,8.38991896448,0.137672651934,1.08454013627,-0.516888707072,3.25831148596,1.86340286602
14913,DULUTH,MN,46.8369,-92.1833,42.0387275242,-26.7481553685,8.47833831452,8.69480811185,0.167219917012,0.800756565261,-0.57598980924,3.73409073211,2.44489521972
14910,ALEXANDRIA,MN,45.8679,-95.3941,43.6593406593,-29.0895822608,9.01852044458,8.61452026449,0.0873626373626,0.783443932236,-0.571771559267,3.95954476322,2.48897799357
14858,HANCOCK,MI,47.16861,-88.48889,42.030726257,-22.5737642486,7.94485420373,7.7862234154,0.10875,1.20508067683,-0.631962082081,4.41578143158,2.11329381221
14916,GRAND FORKS,ND,47.9428,-97.1839,41.3591160221,-30.4481792864,8.64360258045,8.89834759886,0.0932113259669,1.05441288782,-0.855558379174,4.32401482837,2.29781207397
14914,FARGO,ND,46.92528,-96.81111,43.9365517241,-30.2722956526,8.56341229561,9.32885849502,0.121696551724,0.816522163059,-0.91939627302,4.54165323919,2.29711277055
94746,WORCESTER,MA,42.2706,-71.8731,50.1345353675,-21.2636635174,6.94977321269,7.56799787879,0.215721220527,1.19967060252,-0.948328513743,3.65085911248,2.61827301847
13737,NORFOLK,VA,36.9033,-76.1922,62.0068493151,-17.4987475546,5.45685951845,7.44907752964,0.193623287671,0.222902754171,-0.601741745834,3.77218992031,2.29411450623
13736,MORGANTOWN,WV,39.64278,-79.91639,54.9958847737,-19.790354287,4.69191417002,8.33743967831,0.157983539095,0.920319848974,-1.08384725396,2.21499452902,1.91796650813
13735,MILLVILLE,NJ,39.3667,-75.0667,55.493543759,-19.6998939799,7.00925374252,8.05644379625,0.16824964132,0.829330069425,-1.17512479496,3.16444304537,1.8631976303
13734,MARTINSBURG,WV,39.4019,-77.9844,55.3884297521,-20.2433483094,4.67046422727,7.53867357607,0.143347107438,1.2944308919,-1.16112415383,3.65552475552,1.45977014306
13733,LYNCHBURG,VA,37.3208,-79.2067,57.4046639232,-18.8626001816,4.63678515944,7.40277711215,0.159176954733,0.685428734794,-0.972068894612,2.38874699621,1.88142096683
13739,PHILADELPHIA,PA,39.8683,-75.2311,57.9532967033,-20.7161601004,6.46684758586,6.98863778957,0.193949175824,0.866874504361,-1.10888207451,3.59064851296,2.3666865553
24048,GREYBULL,WY,44.51694,-108.08222,47.9310344828,-27.8891620752,7.05138789585,7.2503797651,0.0147931034483,-1.56961968371,-1.01962226248,4.13511689595,1.51426315869
94194,REXBURG,ID,43.83389,-111.80444,45.2534435262,-23.9118374927,7.0278048938,7.06298611703,0.0378719008264,-0.757301426992,-0.98870480236,3.88228355903,1.71730884373
04858,NEWARK,OH,40.02278,-82.4625,52.9626038781,-21.3648531989,5.13316722356,8.11423065012,0.157541551247,1.51825717083,-1.35677228856,3.37799289706,1.57734341368
24164,BIG PINEY,WY,42.58444,-110.1075,39.0924137931,-24.7616420482,7.7977061382,7.211891784,0.0152896551724,-1.31480305071,-0.738607696553,3.0456221871,2.21731489772
04857,ASHTABULA,OH,41.77806,-80.69583,50.3092926491,-20.5487266451,6.30403129926,8.66681534077,0.181747572816,2.01773331525,-1.03077474149,3.55378963976,1.90701077016
04854,GAYLORD,MI,45.01333,-84.70139,44.3595041322,-23.2940128316,7.41309877405,8.96513029669,0.123842975207,1.02534976762,-0.279393000888,3.50894287327,1.99148768769
04855,MARION,OH,40.61611,-83.06361,51.5319444444,-21.9852943043,5.82816148019,8.39672148559,0.147104166667,1.77621640741,-1.56546907199,3.88305703347,2.17222179288
04852,NEW PHILADELPHIA,OH,40.47194,-81.42361,52.764868603,-20.8269157274,5.47846700577,8.58224881987,0.138257261411,1.11528924394,-1.25320804142,2.66091172513,1.69910252303
04850,LIMA,OH,40.7075,-84.02722,53.1584022039,-22.3844652135,5.30628336532,8.29888750907,0.14173553719,2.21227910482,-1.65569191937,4.12606410292,2.13238255344
04851,DEFIANCE,OH,41.3375,-84.42889,52.6461538462,-22.8512201834,5.2467139881,8.14918861649,0.110307692308,1.24629148365,-1.21190033056,3.10391185212,2.03203989925
14950,OTTUMWA,IA,41.1077,-92.4466,52.0909090909,-24.2234115331,6.49035291077,9.02802052379,0.132789256198,1.61714326923,-1.51229605549,3.82515407608,2.52349438191
93782,MAXTON,NC,34.79167,-79.36611,62.3462068966,-16.8509332226,4.52887299337,7.19434848504,0.163779310345,0.16099505573,-0.970834888088,2.931247129,2.02804110113
93783,BURLINGTON,NC,36.04667,-79.47694,59.9807427785,-18.0290300345,4.4787188237,7.16883782585,0.177668500688,0.757494516501,-0.937045478983,2.66392496137,1.77902991621
93780,MOUNT HOLLY,NJ,39.94917,-74.84167,55.6272855134,-20.2965633096,5.85483249095,7.75060809441,0.175886075949,1.30871131205,-1.31891044581,3.00247927474,1.62767500822
93786,OCEAN CITY,MD,38.30833,-75.12389,56.7012448133,-17.8447766474,7.37608716619,7.7854082196,0.178900414938,0.480075614169,-0.813939526534,3.13716354651,2.26142736627
93784,BALTIMORE,MD,39.2814,-76.6089,62.2954230236,-20.4391571204,6.73577767154,7.10516935705,0.16814147018,-0.0127250649067,0.00094431929641,0.17119410868,0.037267799625
93785,CHAPEL HILL,NC,35.93333,-79.06417,60.8271092669,-17.6909470828,4.26467635524,7.22427137869,0.196721991701,0.296038053757,-0.708000527122,2.17952524323,1.64221686496
12932,ALICE,TX,27.74111,-98.02472,74.639275766,-13.4831517494,3.35134970129,7.01610243733,0.0992966573816,-0.563238772202,-1.45993054093,3.40667928082,2.67383950709
03049,ALPINE,TX,30.38333,-103.68333,63.4964336662,-16.8404609348,2.89102941761,8.44294533281,0.0510984308131,0.645008784852,-1.34465225017,3.20161467507,2.54463256193
54734,DANBURY,CT,41.37139,-73.48278,51.401920439,-20.6253955448,6.25145189061,7.68663766912,0.170390946502,0.713676213223,-1.06388749721,2.6616102702,1.9796281549
93107,MIRAMAR,CA,32.86667,-117.13333,63.6383866481,-7.14820432983,5.31134532472,3.988179936,0.0275799721836,0.325640925939,-0.32503801286,1.50881456814,3.40226016
54733,BEVERLY,MA,42.58417,-70.9175,51.0694444444,-19.4796245327,7.60179375763,8.48563278132,0.161166666667,1.13809953184,-1.22667171032,3.28387756053,2.16846459436
12935,PALACIOS,TX,28.72472,-96.25361,72.5110497238,-13.9648103588,4.59160976328,6.13057277494,0.136263812155,-0.100470415944,-1.67647774003,3.84281831501,2.59470879385
64775,ROME,NY,43.23389,-75.41167,48.4299450549,-22.5553270009,7.41550594461,8.5326112012,0.166298076923,1.19712875504,-0.95272512034,3.32926749957,2.03844793559
04787,DU BOIS,PA,41.17833,-78.89889,49.2977839335,-21.3676781583,6.01286850835,8.24944037663,0.149646814404,2.06540284046,-1.31434884581,3.50652400687,2.14293868038
64776,PLATTSBURG,NY,44.65,-73.46667,46.6708333333,-23.3443171429,7.2138138717,8.5684252556,0.119479166667,0.169509468938,-1.01219495617,2.93026586246,1.91601878736
